condition,id,baseline_car1,update_car1
Sign Top,11776,82182,99305
Sign Bottom,11777,88256,90594
Sign Top,11778,72785,94653
Sign Top,11779,0,36070
Sign Top,11780,105487,142881
Sign Top,11781,95000,95607
Sign Top,11782,251,12303
Sign Top,11783,110307,127273
Sign Bottom,11784,20742,21992
Sign Top,11785,299,29769
Sign Bottom,11786,93132,106466
Sign Top,11787,33896,48753
Sign Top,11788,0,38528
Sign Top,11789,19462,66764
Sign Top,11790,153935,181962
Sign Bottom,11791,50200,51568
Sign Top,11792,55279,82731
Sign Top,11793,41446,55747
Sign Top,11794,94000,126521
Sign Bottom,11795,98354,109177
Sign Bottom,11796,16601,17160
Sign Top,11797,63168,68504
Sign Bottom,11798,19666,39764
Sign Top,11799,72000,101652
Sign Top,11800,13,8018
Sign Top,11801,19976,61185
Sign Top,11802,5725,47990
Sign Bottom,11803,102579,150656
Sign Bottom,11804,69105,72476
Sign Top,11805,60290,104158
Sign Bottom,11806,126576,173577
Sign Top,11807,39187,60181
Sign Bottom,11808,687,33083
Sign Bottom,11809,161345,171831
Sign Bottom,11810,69925,79655
Sign Bottom,11811,196930,217448
Sign Bottom,11812,144428,148404
Sign Bottom,11813,70558,71079
Sign Top,11814,102647,143457
Sign Top,11815,146474,178151
Sign Top,11816,121043,131570
Sign Top,11817,26500,71831
Sign Bottom,11818,23208,36307
Sign Top,11819,203,46338
Sign Bottom,11820,81258,92174
Sign Top,11821,22604,69509
Sign Top,11822,22676,25845
Sign Top,11823,80834,113103
Sign Top,11824,112000,158193
Sign Top,11825,34631,49478
Sign Bottom,11826,103471,117251
Sign Bottom,11827,179820,180508
Sign Bottom,11828,17779,53819
Sign Top,11829,26093,49557
Sign Bottom,11830,149251,161475
Sign Bottom,11831,72787,87205
Sign Bottom,11832,19863,63824
Sign Bottom,11833,166410,175938
Sign Bottom,11834,115193,142446
Sign Bottom,11835,135048,169679
Sign Bottom,11836,45994,50995
Sign Top,11837,105462,134088
Sign Bottom,11838,8536,11357
Sign Bottom,11839,113741,125004
Sign Bottom,11840,51638,83681
Sign Top,11841,108091,134314
Sign Bottom,11842,39287,78789
Sign Bottom,11843,44145,68972
Sign Bottom,11844,76911,93281
Sign Top,11845,200,5728
Sign Bottom,11846,94270,95938
Sign Bottom,11847,100955,137431
Sign Bottom,11848,112685,136518
Sign Top,11849,32506,52673
Sign Top,11850,60000,69316
Sign Bottom,11851,55402,66271
Sign Top,11852,28782,63260
Sign Top,11853,5324,47466
Sign Top,11854,54712,75083
Sign Bottom,11855,46000,47466
Sign Top,11856,38890,69960
Sign Top,11857,58483,91130
Sign Top,11858,118393,166462
Sign Bottom,11859,61647,109335
Sign Bottom,11860,62689,89496
Sign Bottom,11861,70984,98065
Sign Bottom,11862,72504,99093
Sign Bottom,11863,50006,60699
Sign Bottom,11864,172792,201930
Sign Top,11865,115000,123360
Sign Top,11866,2250,47722
Sign Bottom,11867,81377,96879
Sign Top,11868,25144,45392
Sign Bottom,11869,328981,363032
Sign Bottom,11870,35409,40425
Sign Bottom,11871,151111,167524
Sign Bottom,11872,181,11736
Sign Bottom,11873,48838,62047
Sign Top,11874,45000,45585
Sign Bottom,11875,7240,11774
Sign Top,11876,26616,70690
Sign Bottom,11877,63524,77835
Sign Top,11878,34114,56774
Sign Top,11879,71789,87134
Sign Top,11880,23149,57409
Sign Top,11881,30272,35887
Sign Bottom,11882,72306,112358
Sign Bottom,11883,59010,87722
Sign Top,11884,77224,112470
Sign Top,11885,40816,46349
Sign Top,11886,87479,87751
Sign Bottom,11887,65015,100042
Sign Bottom,11888,30473,38562
Sign Top,11889,33535,60978
Sign Top,11890,10645,44383
Sign Top,11891,10,16865
Sign Top,11892,128640,144446
Sign Top,11893,53600,100278
Sign Bottom,11894,47150,49676
Sign Top,11895,54000,60288
Sign Bottom,11896,87977,135367
Sign Top,11897,43987,74220
Sign Top,11898,42111,53300
Sign Top,11899,4600,40766
Sign Top,11900,15590,60967
Sign Top,11901,54000,89729
Sign Top,11902,71000,120445
Sign Top,11903,23448,66793
Sign Bottom,11904,26135,41166
Sign Top,11905,69366,75287
Sign Bottom,11906,103506,132148
Sign Top,11907,45480,69969
Sign Bottom,11908,20830,37657
Sign Bottom,11909,15206,55026
Sign Bottom,11910,8965,10011
Sign Bottom,11911,61559,104144
Sign Top,11912,65000,84608
Sign Bottom,11913,67579,80962
Sign Bottom,11914,20893,36446
Sign Bottom,11915,206901,237007
Sign Bottom,11916,27520,30939
Sign Bottom,11917,113966,162738
Sign Top,11918,25,17921
Sign Top,11919,70288,108824
Sign Top,11920,60229,81183
Sign Bottom,11921,115252,154022
Sign Bottom,11922,27737,60404
Sign Bottom,11923,150868,180622
Sign Top,11924,11999,18983
Sign Top,11925,9637,12367
Sign Top,11926,65051,90252
Sign Bottom,11927,12,42
Sign Top,11928,9500,24264
Sign Top,11929,35802,80667
Sign Bottom,11930,94154,122761
Sign Bottom,11931,4700,16298
Sign Top,11932,10857,39928
Sign Top,11933,5797,43118
Sign Bottom,11934,17335,63645
Sign Bottom,11935,148818,196899
Sign Top,11936,9708,33330
Sign Bottom,11937,37777,51871
Sign Top,11938,32649,38363
Sign Bottom,11939,130906,151770
Sign Top,11940,44,41975
Sign Top,11941,515,38924
Sign Bottom,11942,149216,163605
Sign Bottom,11943,22780,49359
Sign Top,11944,171977,206326
Sign Top,11945,66000,95367
Sign Bottom,11946,1400,49328
Sign Bottom,11947,83769,108439
Sign Top,11948,250928,298336
Sign Top,11949,19039,62832
Sign Top,11950,200454,207436
Sign Bottom,11951,84263,102044
Sign Top,11952,76960,126068
Sign Bottom,11953,42426,74024
Sign Bottom,11954,56142,92044
Sign Top,11955,92000,138686
Sign Top,11956,99657,121563
Sign Top,11957,32113,72665
Sign Top,11958,190000,233728
Sign Bottom,11959,54728,70652
Sign Top,11960,91300,106223
Sign Top,11961,118345,147496
Sign Top,11962,32200,36042
Sign Bottom,11963,90136,108040
Sign Top,11964,51286,86980
Sign Bottom,11965,131501,147899
Sign Bottom,11966,76782,115748
Sign Bottom,11967,43317,87476
Sign Bottom,11968,39613,55314
Sign Bottom,11969,183881,222738
Sign Bottom,11970,42219,52305
Sign Bottom,11971,88133,94894
Sign Bottom,11972,70100,119041
Sign Top,11973,64173,113854
Sign Top,11974,13321,31588
Sign Bottom,11975,71351,113894
Sign Top,11976,60003,106962
Sign Bottom,11977,117244,144828
Sign Bottom,11978,14824,24543
Sign Bottom,11979,217127,238591
Sign Top,11980,582,32795
Sign Top,11981,44500,90319
Sign Top,11982,210,42043
Sign Bottom,11983,50032,84689
Sign Bottom,11984,10017,29847
Sign Top,11985,8700,29152
Sign Top,11986,9910,53006
Sign Bottom,11987,68239,87293
Sign Top,11988,413,16311
Sign Top,11989,69288,81915
Sign Top,11990,54845,59989
Sign Bottom,11991,12979,22570
Sign Top,11992,20272,46405
Sign Top,11993,45389,68657
Sign Top,11994,42769,80849
Sign Bottom,11995,138360,185437
Sign Top,11996,60000,91959
Sign Bottom,11997,88836,133078
Sign Bottom,11998,60611,99800
Sign Top,11999,146290,173269
Sign Bottom,12000,103678,127820
Sign Bottom,12001,59810,101641
Sign Bottom,12002,35053,43134
Sign Bottom,12003,123463,165069
Sign Bottom,12004,82059,97617
Sign Bottom,12005,111000,132340
Sign Bottom,12006,119793,129562
Sign Bottom,12007,74281,85279
Sign Bottom,12008,67319,83385
Sign Top,12009,12923,38636
Sign Top,12010,225047,251342
Sign Top,12011,5111,46603
Sign Bottom,12012,93419,132613
Sign Top,12013,94504,133622
Sign Bottom,12014,209287,238232
Sign Top,12015,37000,59317
Sign Top,12016,15000,42162
Sign Top,12017,58668,97663
Sign Top,12018,22,2783
Sign Bottom,12019,131320,153703
Sign Bottom,12020,83470,115795
Sign Bottom,12021,262645,274829
Sign Bottom,12022,194481,202632
Sign Bottom,12023,31096,59716
Sign Top,12024,10946,23834
Sign Bottom,12025,97902,129829
Sign Bottom,12026,38442,38776
Sign Bottom,12027,5266,12971
Sign Top,12028,79531,99323
Sign Top,12029,19963,24204
Sign Bottom,12030,112602,150006
Sign Bottom,12031,105127,110142
Sign Top,12032,9,48726
Sign Top,12033,4721,51270
Sign Bottom,12034,103016,151404
Sign Bottom,12035,1668,36256
Sign Bottom,12036,38912,72103
Sign Bottom,12037,58754,87943
Sign Top,12038,109176,142140
Sign Top,12039,167266,178226
Sign Bottom,12040,72479,72603
Sign Bottom,12041,200531,225976
Sign Bottom,12042,19565,63658
Sign Top,12043,25092,51454
Sign Bottom,12044,37940,59774
Sign Bottom,12045,73816,110568
Sign Top,12046,51604,80727
Sign Bottom,12047,178845,202394
Sign Top,12048,100860,139476
Sign Top,12049,72000,117738
Sign Bottom,12050,138310,163181
Sign Top,12051,172175,177957
Sign Top,12052,95000,108423
Sign Bottom,12053,72678,76807
Sign Bottom,12054,96337,116003
Sign Bottom,12055,1012,32192
Sign Bottom,12056,76770,110418
Sign Top,12057,110000,116598
Sign Bottom,12058,43318,59323
Sign Bottom,12059,59405,103224
Sign Top,12060,75343,119565
Sign Top,12061,161445,179130
Sign Top,12062,16720,21190
Sign Bottom,12063,41633,66170
Sign Top,12064,2203,5025
Sign Bottom,12065,735965,778492
Sign Bottom,12066,56449,58697
Sign Bottom,12067,9404,26680
Sign Bottom,12068,56355,99399
Sign Top,12069,24189,54574
Sign Top,12070,60178,75777
Sign Bottom,12071,36621,49449
Sign Top,12072,500,14810
Sign Top,12073,88690,136308
Sign Bottom,12074,53111,72293
Sign Top,12075,42779,54732
Sign Bottom,12076,1850,21372
Sign Top,12077,83000,109687
Sign Top,12078,73577,106116
Sign Bottom,12079,65239,89409
Sign Bottom,12080,102187,113007
Sign Top,12081,55547,59810
Sign Top,12082,37320,42245
Sign Bottom,12083,97774,115017
Sign Top,12084,25000,61366
Sign Top,12085,83234,86972
Sign Bottom,12086,71692,95415
Sign Top,12087,71970,120566
Sign Bottom,12088,118518,166395
Sign Bottom,12089,20600,66619
Sign Bottom,12090,24773,42133
Sign Bottom,12091,20894,35820
Sign Bottom,12092,45576,49403
Sign Bottom,12093,164200,194735
Sign Bottom,12094,44147,54834
Sign Top,12095,995,6587
Sign Bottom,12096,121904,167721
Sign Bottom,12097,22891,62785
Sign Top,12098,20953,30043
Sign Bottom,12099,25199,51061
Sign Top,12100,161741,173815
Sign Bottom,12101,23782,70773
Sign Bottom,12102,178671,188114
Sign Top,12103,250,5520
Sign Top,12104,102180,105382
Sign Top,12105,25,20732
Sign Bottom,12106,67043,77189
Sign Bottom,12107,30914,75483
Sign Top,12108,351,39967
Sign Top,12109,167452,199690
Sign Top,12110,55000,103114
Sign Top,12111,189,48693
Sign Top,12112,200,7189
Sign Top,12113,34226,71064
Sign Top,12114,13510,41837
Sign Top,12115,18443,36171
Sign Top,12116,239173,285299
Sign Top,12117,5935,8627
Sign Bottom,12118,4250,51283
Sign Bottom,12119,101474,124899
Sign Top,12120,12156,17185
Sign Bottom,12121,9450,54293
Sign Bottom,12122,39549,87348
Sign Top,12123,52679,64001
Sign Bottom,12124,107211,147106
Sign Bottom,12125,45732,67894
Sign Bottom,12126,82067,95623
Sign Top,12127,83019,119959
Sign Bottom,12128,153078,159939
Sign Bottom,12129,94667,136470
Sign Bottom,12130,33802,74050
Sign Bottom,12131,67352,82268
Sign Bottom,12132,106623,152412
Sign Top,12133,100414,130523
Sign Top,12134,97500,126256
Sign Bottom,12135,39403,65960
Sign Top,12136,70000,72593
Sign Bottom,12137,36625,49459
Sign Top,12138,167000,170978
Sign Top,12139,0,12244
Sign Top,12140,4902,38762
Sign Top,12141,86332,90371
Sign Bottom,12142,170953,197434
Sign Bottom,12143,9240,41300
Sign Bottom,12144,101501,128553
Sign Top,12145,7,21802
Sign Bottom,12146,131427,150556
Sign Top,12147,45898,58964
Sign Bottom,12148,56956,76640
Sign Top,12149,154753,180050
Sign Bottom,12150,81720,106746
Sign Bottom,12151,121816,125742
Sign Bottom,12152,125737,162140
Sign Bottom,12153,99206,123180
Sign Top,12154,11288,32841
Sign Bottom,12155,54202,69418
Sign Bottom,12156,124127,142732
Sign Top,12157,190310,219125
Sign Top,12158,53960,84474
Sign Bottom,12159,92277,118265
Sign Bottom,12160,200400,246551
Sign Bottom,12161,158534,188086
Sign Top,12162,60000,71245
Sign Bottom,12163,60350,68378
Sign Top,12164,7031,25234
Sign Top,12165,72347,78269
Sign Bottom,12166,74523,84047
Sign Top,12167,11964,29037
Sign Bottom,12168,122306,135546
Sign Top,12169,124350,140653
Sign Top,12170,11,38484
Sign Bottom,12171,182657,194979
Sign Top,12172,55054,85402
Sign Top,12173,26691,71357
Sign Top,12174,69233,113471
Sign Top,12175,26000,70613
Sign Top,12176,2,16053
Sign Bottom,12177,72401,103148
Sign Top,12178,53679,72107
Sign Bottom,12179,10056,17053
Sign Top,12180,244,40281
Sign Top,12181,75000,79387
Sign Bottom,12182,206760,221598
Sign Bottom,12183,113529,144526
Sign Bottom,12184,42270,49434
Sign Top,12185,0,37720
Sign Top,12186,117185,147761
Sign Top,12187,150675,171570
Sign Bottom,12188,101262,130765
Sign Bottom,12189,73334,78973
Sign Bottom,12190,206396,253210
Sign Top,12191,737,15092
Sign Bottom,12192,30,12165
Sign Bottom,12193,59857,69852
Sign Bottom,12194,208134,218454
Sign Top,12195,31767,71943
Sign Bottom,12196,143547,164843
Sign Top,12197,28889,70621
Sign Bottom,12198,186840,201835
Sign Bottom,12199,39534,53625
Sign Top,12200,115731,116853
Sign Bottom,12201,33056,53611
Sign Bottom,12202,20423,48104
Sign Top,12203,59183,94194
Sign Bottom,12204,61102,101714
Sign Top,12205,723,32130
Sign Top,12206,118217,134771
Sign Bottom,12207,99067,144409
Sign Top,12208,13000,40931
Sign Top,12209,31,7884
Sign Top,12210,116000,149887
Sign Top,12211,143353,168410
Sign Top,12212,13460,45472
Sign Bottom,12213,179521,194859
Sign Top,12214,94,19426
Sign Top,12215,62900,76511
Sign Bottom,12216,5225,31704
Sign Bottom,12217,102595,146726
Sign Top,12218,7000,46020
Sign Bottom,12219,152456,196291
Sign Top,12220,42548,89811
Sign Bottom,12221,172263,203087
Sign Top,12222,89625,138136
Sign Top,12223,100,41700
Sign Top,12224,2319,8648
Sign Top,12225,101446,143245
Sign Top,12226,33188,64647
Sign Top,12227,92513,115416
Sign Top,12228,25000,26730
Sign Top,12229,2931,27368
Sign Top,12230,45000,52762
Sign Bottom,12231,293133,311313
Sign Bottom,12232,163695,170884
Sign Bottom,12233,80911,121295
Sign Bottom,12234,28488,38198
Sign Bottom,12235,21446,24268
Sign Top,12236,83582,130253
Sign Bottom,12237,55530,65667
Sign Bottom,12238,104786,134876
Sign Bottom,12239,108195,139397
Sign Top,12240,127871,159332
Sign Top,12241,99108,139601
Sign Bottom,12242,128410,130734
Sign Top,12243,29609,45914
Sign Top,12244,141470,162490
Sign Bottom,12245,38620,65374
Sign Top,12246,8000,54693
Sign Top,12247,20760,62833
Sign Top,12248,22954,63405
Sign Bottom,12249,114894,124186
Sign Top,12250,33499,79410
Sign Top,12251,100167,121052
Sign Bottom,12252,42745,44349
Sign Bottom,12253,122864,132374
Sign Bottom,12254,29979,33115
Sign Bottom,12255,72349,84880
Sign Bottom,12256,9416,27000
Sign Bottom,12257,799,28325
Sign Top,12258,111773,157841
Sign Bottom,12259,39716,57015
Sign Top,12260,16649,45159
Sign Bottom,12261,66582,83153
Sign Bottom,12262,180951,224070
Sign Bottom,12263,137200,171885
Sign Bottom,12264,27422,35295
Sign Top,12265,12431,26241
Sign Top,12266,47600,77763
Sign Top,12267,9409,36324
Sign Top,12268,39564,41614
Sign Top,12269,37126,49778
Sign Bottom,12270,82870,126878
Sign Top,12271,43768,61230
Sign Bottom,12272,65995,87322
Sign Bottom,12273,108655,152796
Sign Bottom,12274,98914,113417
Sign Bottom,12275,49711,60545
Sign Bottom,12276,70046,114295
Sign Top,12277,124595,154302
Sign Bottom,12278,30312,57676
Sign Top,12279,174989,224333
Sign Top,12280,119300,163283
Sign Bottom,12281,80443,99332
Sign Top,12282,7458,41625
Sign Top,12283,7431,13932
Sign Bottom,12284,58145,83991
Sign Top,12285,13200,17453
Sign Top,12286,49893,86546
Sign Bottom,12287,104129,127356
Sign Bottom,12288,4114,47725
Sign Bottom,12289,112623,116532
Sign Top,12290,50122,92528
Sign Top,12291,7999,33713
Sign Bottom,12292,67313,101581
Sign Bottom,12293,117037,134109
Sign Top,12294,86166,132514
Sign Top,12295,167060,208836
Sign Bottom,12296,55328,81421
Sign Top,12297,200000,241329
Sign Bottom,12298,102910,146980
Sign Bottom,12299,21962,67685
Sign Top,12300,185000,192785
Sign Bottom,12301,206910,241816
Sign Top,12302,130826,142626
Sign Top,12303,39615,57552
Sign Top,12304,678,43723
Sign Top,12305,780,15998
Sign Top,12306,130188,167029
Sign Top,12307,61364,82090
Sign Bottom,12308,131835,142248
Sign Bottom,12309,50691,98756
Sign Top,12310,53218,79891
Sign Bottom,12311,140198,173694
Sign Bottom,12312,19213,57172
Sign Top,12313,41492,73548
Sign Bottom,12314,13682,14142
Sign Bottom,12315,108275,126338
Sign Bottom,12316,153959,164774
Sign Bottom,12317,14047,34910
Sign Top,12318,139815,184053
Sign Top,12319,54452,57477
Sign Bottom,12320,65613,105119
Sign Top,12321,70690,96528
Sign Top,12322,27000,56553
Sign Bottom,12323,21285,49251
Sign Top,12324,128,20894
Sign Top,12325,110,37280
Sign Bottom,12326,50234,60253
Sign Bottom,12327,16800,21722
Sign Bottom,12328,87108,104843
Sign Top,12329,21000,50105
Sign Top,12330,49000,76785
Sign Bottom,12331,94106,139778
Sign Top,12332,74088,110706
Sign Bottom,12333,84457,128501
Sign Bottom,12334,103336,103972
Sign Bottom,12335,58057,85451
Sign Top,12336,34239,60913
Sign Top,12337,98000,121035
Sign Top,12338,15450,45286
Sign Top,12339,209827,254811
Sign Top,12340,7315,18274
Sign Bottom,12341,12050,17352
Sign Bottom,12342,49223,62626
Sign Top,12343,792,6400
Sign Bottom,12344,83158,112525
Sign Bottom,12345,72141,119156
Sign Bottom,12346,138473,188242
Sign Bottom,12347,76042,98303
Sign Bottom,12348,40960,90292
Sign Top,12349,65636,115475
Sign Bottom,12350,60375,76444
Sign Top,12351,23117,49309
Sign Bottom,12352,79800,92799
Sign Top,12353,97960,108634
Sign Top,12354,43530,62461
Sign Top,12355,184,19319
Sign Bottom,12356,63552,105782
Sign Bottom,12357,40367,78869
Sign Bottom,12358,42447,85500
Sign Top,12359,175942,220831
Sign Bottom,12360,70098,109738
Sign Top,12361,60000,71344
Sign Top,12362,95168,140765
Sign Bottom,12363,26292,62085
Sign Bottom,12364,5952,29357
Sign Bottom,12365,42903,46057
Sign Top,12366,0,36731
Sign Bottom,12367,71831,119890
Sign Bottom,12368,163812,172831
Sign Top,12369,24446,30566
Sign Bottom,12370,33525,59343
Sign Top,12371,82000,101574
Sign Bottom,12372,138661,159674
Sign Bottom,12373,172749,192859
Sign Top,12374,109469,142871
Sign Top,12375,80200,107685
Sign Bottom,12376,180402,189505
Sign Top,12377,5500,22480
Sign Bottom,12378,169637,218049
Sign Top,12379,68000,104729
Sign Top,12380,343935,353208
Sign Top,12381,57589,90049
Sign Top,12382,200000,247420
Sign Top,12383,6518,11108
Sign Bottom,12384,55869,90635
Sign Top,12385,833,47533
Sign Top,12386,632,31599
Sign Bottom,12387,68727,113722
Sign Bottom,12388,118180,149385
Sign Top,12389,100,46980
Sign Bottom,12390,110940,128292
Sign Bottom,12391,43088,57130
Sign Bottom,12392,55949,80730
Sign Top,12393,19730,63262
Sign Bottom,12394,31976,47730
Sign Top,12395,118180,124713
Sign Bottom,12396,21767,41571
Sign Top,12397,42736,68718
Sign Bottom,12398,76890,100542
Sign Bottom,12399,2191,25052
Sign Bottom,12400,68092,105221
Sign Top,12401,40118,80987
Sign Bottom,12402,40117,89072
Sign Top,12403,10097,40429
Sign Top,12404,290064,298773
Sign Bottom,12405,122887,164939
Sign Top,12406,20167,54424
Sign Bottom,12407,111242,114436
Sign Top,12408,16978,35454
Sign Top,12409,190000,228358
Sign Top,12410,24080,65734
Sign Bottom,12411,40307,76905
Sign Bottom,12412,125026,160916
Sign Bottom,12413,108916,157686
Sign Top,12414,73869,74219
Sign Top,12415,35354,70723
Sign Top,12416,160000,167434
Sign Bottom,12417,155201,158704
Sign Bottom,12418,130257,170423
Sign Top,12419,50000,77707
Sign Bottom,12420,85750,104565
Sign Top,12421,88900,105657
Sign Bottom,12422,10111,13214
Sign Bottom,12423,85892,129645
Sign Top,12424,35712,40852
Sign Top,12425,35000,59208
Sign Top,12426,95000,126223
Sign Top,12427,32000,36159
Sign Bottom,12428,6167,42820
Sign Bottom,12429,124994,150204
Sign Top,12430,0,41371
Sign Top,12431,20000,66372
Sign Bottom,12432,112273,121426
Sign Bottom,12433,59220,91739
Sign Top,12434,100000,113227
Sign Top,12435,20261,20943
Sign Bottom,12436,137584,182513
Sign Bottom,12437,172095,220072
Sign Top,12438,141012,177658
Sign Top,12439,225,13268
Sign Top,12440,28000,41825
Sign Top,12441,128516,174372
Sign Bottom,12442,78442,119817
Sign Top,12443,39290,66610
Sign Bottom,12444,44190,69915
Sign Top,12445,0,19291
Sign Top,12446,17932,35644
Sign Top,12447,75435,96303
Sign Top,12448,116,16441
Sign Bottom,12449,172613,184724
Sign Top,12450,202019,207759
Sign Bottom,12451,92178,121770
Sign Top,12452,35500,73057
Sign Bottom,12453,61586,63220
Sign Top,12454,63215,77306
Sign Top,12455,117066,129371
Sign Top,12456,86000,109150
Sign Top,12457,210530,259493
Sign Bottom,12458,72209,111696
Sign Bottom,12459,42700,68529
Sign Bottom,12460,32821,36153
Sign Top,12461,123501,150665
Sign Top,12462,90607,124152
Sign Top,12463,76436,114876
Sign Top,12464,254,3529
Sign Top,12465,90870,118739
Sign Top,12466,4300,38193
Sign Bottom,12467,98990,100628
Sign Bottom,12468,18500,34058
Sign Bottom,12469,93755,138380
Sign Top,12470,18000,36786
Sign Bottom,12471,221999,235667
Sign Top,12472,36758,78537
Sign Top,12473,1120,15781
Sign Bottom,12474,116606,119303
Sign Bottom,12475,51307,52142
Sign Bottom,12476,90538,105085
Sign Top,12477,183500,226910
Sign Top,12478,21774,22273
Sign Bottom,12479,69645,115298
Sign Bottom,12480,8061,12026
Sign Top,12481,60115,97581
Sign Top,12482,927,18110
Sign Bottom,12483,67085,97430
Sign Bottom,12484,81186,106982
Sign Bottom,12485,48821,85295
Sign Bottom,12486,46280,89484
Sign Bottom,12487,104781,135591
Sign Bottom,12488,64050,83507
Sign Bottom,12489,31160,78791
Sign Bottom,12490,114489,141448
Sign Bottom,12491,58668,102988
Sign Bottom,12492,68337,117133
Sign Top,12493,5562,14876
Sign Top,12494,53221,56695
Sign Top,12495,90000,95884
Sign Top,12496,85000,100143
Sign Bottom,12497,108002,132327
Sign Top,12498,95000,102269
Sign Bottom,12499,144800,153635
Sign Bottom,12500,12788,37542
Sign Top,12501,0,33980
Sign Top,12502,20000,41732
Sign Top,12503,59,8057
Sign Bottom,12504,73366,91304
Sign Bottom,12505,77452,103457
Sign Bottom,12506,84887,114558
Sign Bottom,12507,75814,83936
Sign Bottom,12508,42977,44624
Sign Top,12509,46600,85653
Sign Top,12510,57710,107292
Sign Top,12511,104120,125894
Sign Bottom,12512,36336,85036
Sign Top,12513,86000,131300
Sign Top,12514,40193,43129
Sign Top,12515,96835,110205
Sign Bottom,12516,89791,118526
Sign Bottom,12517,77806,117248
Sign Top,12518,70134,91071
Sign Bottom,12519,40347,44723
Sign Bottom,12520,128110,139683
Sign Bottom,12521,109287,112736
Sign Bottom,12522,21149,59846
Sign Bottom,12523,49532,58243
Sign Bottom,12524,90223,109798
Sign Bottom,12525,160710,169430
Sign Top,12526,8834,39160
Sign Top,12527,50096,83071
Sign Bottom,12528,160787,199561
Sign Bottom,12529,96329,102834
Sign Top,12530,86500,126496
Sign Bottom,12531,9000,26913
Sign Bottom,12532,28377,55006
Sign Top,12533,24,30019
Sign Top,12534,130000,173631
Sign Top,12535,36487,54782
Sign Bottom,12536,83317,123421
Sign Top,12537,648,38268
Sign Top,12538,60000,104536
Sign Bottom,12539,140000,171769
Sign Bottom,12540,6700,44469
Sign Top,12541,4500,29140
Sign Top,12542,2800,17414
Sign Bottom,12543,52137,55374
Sign Top,12544,125000,156988
Sign Bottom,12545,84039,86059
Sign Top,12546,21890,57210
Sign Bottom,12547,80107,89152
Sign Bottom,12548,123312,129395
Sign Bottom,12549,18205,44554
Sign Bottom,12550,54371,77499
Sign Bottom,12551,78569,90357
Sign Top,12552,44322,47510
Sign Top,12553,50000,71077
Sign Bottom,12554,19730,54690
Sign Top,12555,111299,152738
Sign Top,12556,183412,197021
Sign Bottom,12557,153629,153743
Sign Bottom,12558,5604,54290
Sign Top,12559,13000,32994
Sign Top,12560,130071,136774
Sign Top,12561,67800,69273
Sign Bottom,12562,7359,34731
Sign Bottom,12563,126500,134346
Sign Top,12564,140909,146865
Sign Top,12565,50000,67922
Sign Bottom,12566,22610,26337
Sign Bottom,12567,86499,127138
Sign Top,12568,42283,48374
Sign Top,12569,64174,102099
Sign Bottom,12570,126000,137724
Sign Bottom,12571,37640,63913
Sign Top,12572,781,23885
Sign Bottom,12573,646,36590
Sign Bottom,12574,2556,17475
Sign Top,12575,9771,45962
Sign Top,12576,13268,27690
Sign Top,12577,107000,131414
Sign Top,12578,32957,49874
Sign Bottom,12579,16049,41085
Sign Top,12580,160000,189965
Sign Bottom,12581,40678,83756
Sign Bottom,12582,45442,53922
Sign Bottom,12583,74157,77537
Sign Bottom,12584,81758,106797
Sign Bottom,12585,30480,41212
Sign Top,12586,13000,30721
Sign Top,12587,50000,70290
Sign Top,12588,49231,64947
Sign Top,12589,160000,195223
Sign Top,12590,31932,69729
Sign Top,12591,21821,27134
Sign Bottom,12592,119937,157604
Sign Top,12593,24520,25938
Sign Bottom,12594,80257,82941
Sign Bottom,12595,42262,91097
Sign Bottom,12596,9435,44256
Sign Top,12597,43408,67357
Sign Top,12598,7270,32545
Sign Top,12599,0,31413
Sign Bottom,12600,250000,273490
Sign Top,12601,111330,157538
Sign Bottom,12602,40892,59367
Sign Bottom,12603,80675,102006
Sign Bottom,12604,43907,89885
Sign Bottom,12605,29459,74762
Sign Bottom,12606,181137,192821
Sign Top,12607,0,48012
Sign Top,12608,20471,69912
Sign Bottom,12609,85831,124077
Sign Top,12610,9653,27467
Sign Bottom,12611,182392,215953
Sign Top,12612,151263,197157
Sign Bottom,12613,70187,120073
Sign Bottom,12614,129455,142728
Sign Bottom,12615,116195,155987
Sign Bottom,12616,117449,129193
Sign Top,12617,138351,140660
Sign Top,12618,19500,27985
Sign Bottom,12619,21000,30637
Sign Top,12620,101097,114594
Sign Bottom,12621,50090,71217
Sign Top,12622,31786,50023
Sign Bottom,12623,52894,87190
Sign Top,12624,107173,156457
Sign Bottom,12625,9609,11519
Sign Top,12626,131611,141312
Sign Top,12627,88192,115104
Sign Bottom,12628,44846,69800
Sign Top,12629,13202,61639
Sign Top,12630,8300,31930
Sign Bottom,12631,33568,72511
Sign Top,12632,617,46492
Sign Bottom,12633,158552,159599
Sign Top,12634,70038,84104
Sign Top,12635,47000,75547
Sign Top,12636,91147,140495
Sign Bottom,12637,12806,16056
Sign Top,12638,9000,58060
Sign Top,12639,3000,48745
Sign Top,12640,4521,22916
Sign Bottom,12641,125668,169043
Sign Bottom,12642,76473,82281
Sign Top,12643,12,36467
Sign Bottom,12644,188797,196147
Sign Top,12645,68000,117565
Sign Top,12646,150000,153770
Sign Top,12647,10,36003
Sign Top,12648,420,9975
Sign Top,12649,37139,83172
Sign Top,12650,17,8294
Sign Bottom,12651,117445,145870
Sign Bottom,12652,26529,45639
Sign Top,12653,20472,70198
